time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone
2024-12-03 12:00:00,11.8,11.8,307.0,51.9,7.0
2024-12-03 13:00:00,13.7,13.6,290.0,44.0,16.0
2024-12-03 14:00:00,11.6,11.5,257.0,33.0,28.0
2024-12-03 15:00:00,8.7,8.6,228.0,23.7,39.0
2024-12-03 16:00:00,5.6,5.5,205.0,17.4,48.0
2024-12-03 17:00:00,4.0,4.0,186.0,12.7,57.0
2024-12-03 18:00:00,3.3,3.3,180.0,10.6,62.0
2024-12-03 19:00:00,3.1,3.1,197.0,11.8,62.0
2024-12-03 20:00:00,2.9,2.9,227.0,15.5,59.0
2024-12-03 21:00:00,3.9,3.9,257.0,20.1,55.0
2024-12-03 22:00:00,6.0,5.9,287.0,26.3,49.0
2024-12-03 23:00:00,6.6,6.5,317.0,33.5,41.0
2024-12-04 00:00:00,14.7,14.5,328.0,45.2,27.0
2024-12-04 01:00:00,12.5,12.4,303.0,40.5,34.0
2024-12-04 02:00:00,10.2,10.1,259.0,33.9,44.0
2024-12-04 03:00:00,9.1,9.0,229.0,28.7,51.0
2024-12-04 04:00:00,8.6,8.5,228.0,26.0,54.0
2024-12-04 05:00:00,8.5,8.3,241.0,24.7,54.0
2024-12-04 06:00:00,8.6,8.4,252.0,24.5,52.0
2024-12-04 07:00:00,8.8,8.6,253.0,25.0,49.0
2024-12-04 08:00:00,9.0,8.8,252.0,26.6,45.0
2024-12-04 09:00:00,9.5,9.2,264.0,30.9,38.0
2024-12-04 10:00:00,10.3,10.1,304.0,41.2,26.0
2024-12-04 11:00:00,12.5,12.2,357.0,54.2,12.0
2024-12-04 12:00:00,21.0,20.3,386.0,64.4,2.0
2024-12-04 13:00:00,25.3,24.7,372.0,55.9,11.0
2024-12-04 14:00:00,20.7,20.1,334.0,44.2,23.0
2024-12-04 15:00:00,15.1,14.7,299.0,35.0,32.0
2024-12-04 16:00:00,12.1,11.8,274.0,31.0,36.0
2024-12-04 17:00:00,10.1,10.0,253.0,29.5,37.0
2024-12-04 18:00:00,9.2,9.2,238.0,28.9,38.0
2024-12-04 19:00:00,8.4,8.4,235.0,29.1,38.0
2024-12-04 20:00:00,7.9,7.8,240.0,30.1,38.0
2024-12-04 21:00:00,8.2,8.2,241.0,30.5,38.0
2024-12-04 22:00:00,8.3,8.2,235.0,29.8,40.0
2024-12-04 23:00:00,7.9,7.8,226.0,28.5,44.0
2024-12-05 00:00:00,10.3,10.1,217.0,26.3,47.0
2024-12-05 01:00:00,10.2,10.1,207.0,24.7,49.0
2024-12-05 02:00:00,9.6,9.5,196.0,22.4,52.0
2024-12-05 03:00:00,9.7,9.6,189.0,20.0,55.0
2024-12-05 04:00:00,10.3,10.2,187.0,17.5,57.0
2024-12-05 05:00:00,11.0,10.9,188.0,14.9,60.0
2024-12-05 06:00:00,11.4,11.2,190.0,13.1,61.0
2024-12-05 07:00:00,11.3,11.1,191.0,12.2,62.0
2024-12-05 08:00:00,11.1,11.0,192.0,12.2,63.0
2024-12-05 09:00:00,10.9,10.7,197.0,13.9,61.0
2024-12-05 10:00:00,10.7,10.6,208.0,19.3,55.0
2024-12-05 11:00:00,11.0,10.9,223.0,26.5,48.0
2024-12-05 12:00:00,10.6,10.4,233.0,38.8,33.0
2024-12-05 13:00:00,11.4,11.3,236.0,34.0,37.0
2024-12-05 14:00:00,11.6,11.5,234.0,27.2,43.0
2024-12-05 15:00:00,10.6,10.5,229.0,20.8,49.0
2024-12-05 16:00:00,4.8,4.7,219.0,15.0,54.0
2024-12-05 17:00:00,2.7,2.6,205.0,9.6,60.0
2024-12-05 18:00:00,2.2,2.2,199.0,6.8,62.0
2024-12-05 19:00:00,2.4,2.4,207.0,8.3,60.0
2024-12-05 20:00:00,2.5,2.5,222.0,12.3,55.0
2024-12-05 21:00:00,3.2,3.2,230.0,15.5,51.0
2024-12-05 22:00:00,3.6,3.6,225.0,16.7,50.0
2024-12-05 23:00:00,3.2,3.2,213.0,17.0,51.0
2024-12-06 00:00:00,4.9,4.8,205.0,16.1,53.0
2024-12-06 01:00:00,3.5,3.4,207.0,15.8,53.0
2024-12-06 02:00:00,3.1,3.0,212.0,15.2,53.0
2024-12-06 03:00:00,2.8,2.7,213.0,14.2,54.0
2024-12-06 04:00:00,2.5,2.4,205.0,12.2,57.0
2024-12-06 05:00:00,2.0,1.9,194.0,9.6,60.0
2024-12-06 06:00:00,1.6,1.6,184.0,7.7,63.0
2024-12-06 07:00:00,1.4,1.4,178.0,6.7,65.0
2024-12-06 08:00:00,1.3,1.3,174.0,6.2,66.0
2024-12-06 09:00:00,1.4,1.3,174.0,6.9,67.0
2024-12-06 10:00:00,1.5,1.4,181.0,9.7,66.0
2024-12-06 11:00:00,1.9,1.9,193.0,13.7,65.0
2024-12-06 12:00:00,1.9,1.9,199.0,17.9,62.0
2024-12-06 13:00:00,2.7,2.6,196.0,15.2,65.0
2024-12-06 14:00:00,2.3,2.1,188.0,11.5,70.0
2024-12-06 15:00:00,2.5,2.2,181.0,8.6,73.0
2024-12-06 16:00:00,2.8,2.4,176.0,7.1,75.0
2024-12-06 17:00:00,3.0,2.5,171.0,6.4,75.0
2024-12-06 18:00:00,3.2,2.7,172.0,6.7,75.0
2024-12-06 19:00:00,3.5,2.9,179.0,8.0,74.0
2024-12-06 20:00:00,3.6,3.0,192.0,10.2,71.0
2024-12-06 21:00:00,4.2,3.6,208.0,13.7,67.0
2024-12-06 22:00:00,5.3,4.8,231.0,19.0,61.0
2024-12-06 23:00:00,5.9,5.5,257.0,25.5,53.0
2024-12-07 00:00:00,12.1,10.8,278.0,46.3,31.0
2024-12-07 01:00:00,13.6,12.2,291.0,50.8,26.0
2024-12-07 02:00:00,14.9,13.4,298.0,56.4,18.0
2024-12-07 03:00:00,15.3,13.6,294.0,56.6,17.0
2024-12-07 04:00:00,13.7,12.1,271.0,46.2,26.0
2024-12-07 05:00:00,11.2,9.8,238.0,30.4,42.0
2024-12-07 06:00:00,9.0,7.8,212.0,18.4,53.0
2024-12-07 07:00:00,7.6,6.5,199.0,13.6,58.0
2024-12-07 08:00:00,6.9,6.0,193.0,12.7,59.0
2024-12-07 09:00:00,6.7,5.8,196.0,14.3,57.0
2024-12-07 10:00:00,6.9,6.0,213.0,20.2,50.0
2024-12-07 11:00:00,7.9,7.0,239.0,28.7,41.0
2024-12-07 12:00:00,9.4,8.7,258.0,38.0,29.0
2024-12-07 13:00:00,10.3,9.6,266.0,33.1,35.0
2024-12-07 14:00:00,11.1,10.4,267.0,26.4,43.0
2024-12-07 15:00:00,9.1,8.6,264.0,20.7,50.0
2024-12-07 16:00:00,7.7,7.3,253.0,16.5,54.0
2024-12-07 17:00:00,6.7,6.5,237.0,13.5,57.0
2024-12-07 18:00:00,6.3,6.2,230.0,13.3,57.0
2024-12-07 19:00:00,5.8,5.8,241.0,17.2,52.0
2024-12-07 20:00:00,6.5,6.5,260.0,24.1,43.0
2024-12-07 21:00:00,8.8,8.8,279.0,31.9,34.0
2024-12-07 22:00:00,13.5,13.4,295.0,41.7,23.0
2024-12-07 23:00:00,15.7,15.5,309.0,52.5,10.0
2024-12-08 00:00:00,31.9,31.4,316.0,61.5,1.0
2024-12-08 01:00:00,31.1,30.6,313.0,60.2,1.0
2024-12-08 02:00:00,29.0,28.6,303.0,58.1,2.0
2024-12-08 03:00:00,26.6,26.2,289.0,53.7,5.0
2024-12-08 04:00:00,24.8,24.5,272.0,45.1,14.0
2024-12-08 05:00:00,22.6,22.3,252.0,34.3,26.0
2024-12-08 06:00:00,19.0,18.8,233.0,25.7,36.0
2024-12-08 07:00:00,15.1,14.9,215.0,20.7,43.0
2024-12-08 08:00:00,11.7,11.6,199.0,17.8,48.0
2024-12-08 09:00:00,9.1,9.1,193.0,17.5,50.0
2024-12-08 10:00:00,7.4,7.4,202.0,21.5,47.0
2024-12-08 11:00:00,6.9,6.9,220.0,28.0,40.0
2024-12-08 12:00:00,10.1,10.0,238.0,34.1,32.0
2024-12-08 13:00:00,11.4,11.4,256.0,32.9,33.0
2024-12-08 14:00:00,11.5,11.5,275.0,31.1,34.0
2024-12-08 15:00:00,12.0,12.0,282.0,29.2,36.0
2024-12-08 16:00:00,10.4,10.4,267.0,26.7,39.0
2024-12-08 17:00:00,8.8,8.8,241.0,24.1,43.0
2024-12-08 18:00:00,7.3,7.2,226.0,22.9,45.0
2024-12-08 19:00:00,6.7,6.6,231.0,23.5,44.0
2024-12-08 20:00:00,7.2,7.0,248.0,25.5,42.0
2024-12-08 21:00:00,8.2,8.0,266.0,29.2,37.0
2024-12-08 22:00:00,10.1,9.8,283.0,35.9,29.0
2024-12-08 23:00:00,11.6,11.4,302.0,44.2,20.0
2024-12-09 00:00:00,11.4,11.3,326.0,55.9,6.0
2024-12-09 01:00:00,11.4,11.4,360.0,56.1,5.0
2024-12-09 02:00:00,11.8,11.7,399.0,56.5,4.0
2024-12-09 03:00:00,12.9,12.8,436.0,56.5,3.0
2024-12-09 04:00:00,15.4,15.3,470.0,56.2,2.0
2024-12-09 05:00:00,20.2,20.0,502.0,55.6,1.0
2024-12-09 06:00:00,25.3,25.1,531.0,54.7,0.0
2024-12-09 07:00:00,29.6,29.4,553.0,53.2,0.0
2024-12-09 08:00:00,31.9,31.7,573.0,51.5,0.0
2024-12-09 09:00:00,33.1,32.7,602.0,50.5,0.0
2024-12-09 10:00:00,33.1,32.8,662.0,50.8,0.0
2024-12-09 11:00:00,33.2,32.9,731.0,51.8,0.0
2024-12-09 12:00:00,42.5,42.1,756.0,46.7,0.0
2024-12-09 13:00:00,43.7,43.3,703.0,46.9,3.0
2024-12-09 14:00:00,35.6,35.2,605.0,47.2,6.0
2024-12-09 15:00:00,30.3,29.3,510.0,47.2,9.0
2024-12-09 16:00:00,24.3,21.7,424.0,46.2,11.0
2024-12-09 17:00:00,22.5,19.2,341.0,44.8,12.0
2024-12-09 18:00:00,21.2,18.1,285.0,44.9,12.0
2024-12-09 19:00:00,20.1,17.2,270.0,47.6,12.0
2024-12-09 20:00:00,19.1,16.5,282.0,51.7,11.0
2024-12-09 21:00:00,18.9,16.6,307.0,55.4,10.0
2024-12-09 22:00:00,19.4,17.9,341.0,58.5,7.0
2024-12-09 23:00:00,18.6,17.8,388.0,61.3,4.0
2024-12-10 00:00:00,30.5,28.4,439.0,58.4,0.0
2024-12-10 01:00:00,34.3,32.6,489.0,56.7,0.0
2024-12-10 02:00:00,37.5,35.9,543.0,54.3,0.0
2024-12-10 03:00:00,39.1,38.1,616.0,52.2,0.0
2024-12-10 04:00:00,37.6,36.7,732.0,50.6,0.0
2024-12-10 05:00:00,37.3,36.4,866.0,49.3,0.0
2024-12-10 06:00:00,37.6,36.8,956.0,48.1,0.0
2024-12-10 07:00:00,37.6,36.8,982.0,47.0,0.0
2024-12-10 08:00:00,36.8,35.9,964.0,46.2,0.0
2024-12-10 09:00:00,33.8,32.9,899.0,45.6,0.0
2024-12-10 10:00:00,28.2,27.4,752.0,45.6,0.0
2024-12-10 11:00:00,25.4,24.6,559.0,46.0,0.0
2024-12-10 12:00:00,16.5,15.9,421.0,47.8,0.0
2024-12-10 13:00:00,16.2,15.9,399.0,46.5,2.0
2024-12-10 14:00:00,15.0,14.7,433.0,44.6,4.0
2024-12-10 15:00:00,13.0,12.7,447.0,42.1,8.0
2024-12-10 16:00:00,11.8,11.2,403.0,38.2,14.0
2024-12-10 17:00:00,11.1,10.1,339.0,33.9,20.0
2024-12-10 18:00:00,11.4,9.9,298.0,31.7,24.0
2024-12-10 19:00:00,12.1,10.4,305.0,33.2,24.0
2024-12-10 20:00:00,13.8,11.9,334.0,36.9,21.0
2024-12-10 21:00:00,15.3,13.1,352.0,41.2,18.0
2024-12-10 22:00:00,16.6,14.2,343.0,46.5,15.0
2024-12-10 23:00:00,17.3,14.8,321.0,52.2,11.0
2024-12-11 00:00:00,13.5,11.8,299.0,50.0,13.0
2024-12-11 01:00:00,13.8,11.8,278.0,48.9,16.0
2024-12-11 02:00:00,11.8,10.1,256.0,47.1,19.0
2024-12-11 03:00:00,10.1,8.7,236.0,44.7,23.0
2024-12-11 04:00:00,9.3,8.1,221.0,41.2,26.0
2024-12-11 05:00:00,10.0,9.1,209.0,37.0,28.0
2024-12-11 06:00:00,10.0,9.1,196.0,33.0,32.0
2024-12-11 07:00:00,8.4,7.9,179.0,28.7,38.0
2024-12-11 08:00:00,6.3,6.2,161.0,24.5,45.0
2024-12-11 09:00:00,7.8,7.6,151.0,22.6,50.0
2024-12-11 10:00:00,9.1,8.8,156.0,24.8,53.0
2024-12-11 11:00:00,8.6,8.2,169.0,29.3,54.0
2024-12-11 12:00:00,8.9,8.2,179.0,34.9,54.0
2024-12-11 13:00:00,9.5,8.4,181.0,34.5,53.0
2024-12-11 14:00:00,9.7,8.3,179.0,33.7,52.0
2024-12-11 15:00:00,9.7,8.3,175.0,32.0,52.0
2024-12-11 16:00:00,8.9,7.6,165.0,28.5,56.0
2024-12-11 17:00:00,6.5,5.7,153.0,24.0,61.0
2024-12-11 18:00:00,4.6,4.2,145.0,20.6,65.0
2024-12-11 19:00:00,4.3,4.0,143.0,19.0,68.0
2024-12-11 20:00:00,3.4,3.3,147.0,18.5,69.0
2024-12-11 21:00:00,3.2,3.1,161.0,19.4,67.0
2024-12-11 22:00:00,3.5,3.5,196.0,23.1,60.0
2024-12-11 23:00:00,3.7,3.7,242.0,28.2,49.0
2024-12-12 00:00:00,5.0,5.0,273.0,37.6,34.0
2024-12-12 01:00:00,2.5,2.5,277.0,33.1,33.0
2024-12-12 02:00:00,2.1,2.1,267.0,26.7,32.0
2024-12-12 03:00:00,2.0,2.0,255.0,20.8,33.0
2024-12-12 04:00:00,1.9,1.9,246.0,15.9,39.0
2024-12-12 05:00:00,2.0,2.0,236.0,11.5,48.0
2024-12-12 06:00:00,1.8,1.8,226.0,8.6,55.0
2024-12-12 07:00:00,1.7,1.7,216.0,7.4,58.0
2024-12-12 08:00:00,1.9,1.9,206.0,7.6,58.0
2024-12-12 09:00:00,2.6,2.6,202.0,9.4,56.0
2024-12-12 10:00:00,3.5,3.5,210.0,14.5,50.0
2024-12-12 11:00:00,4.6,4.6,224.0,21.1,42.0
2024-12-12 12:00:00,2.3,2.2,232.0,22.5,42.0
2024-12-12 13:00:00,3.0,2.9,228.0,19.0,48.0
2024-12-12 14:00:00,3.1,3.0,218.0,14.3,56.0
2024-12-12 15:00:00,1.9,1.8,208.0,10.5,63.0
2024-12-12 16:00:00,1.7,1.6,198.0,8.6,69.0
2024-12-12 17:00:00,1.6,1.6,189.0,7.7,75.0
2024-12-12 18:00:00,1.7,1.7,184.0,7.8,78.0
2024-12-12 19:00:00,1.8,1.8,188.0,9.3,77.0
2024-12-12 20:00:00,2.0,2.0,197.0,11.8,73.0
2024-12-12 21:00:00,2.6,2.6,207.0,14.5,68.0
2024-12-12 22:00:00,3.5,3.5,219.0,17.3,64.0
2024-12-12 23:00:00,3.7,3.7,232.0,20.4,59.0
2024-12-13 00:00:00,8.4,8.3,242.0,21.0,58.0
2024-12-13 01:00:00,8.9,8.8,246.0,23.1,54.0
2024-12-13 02:00:00,9.4,9.3,247.0,26.0,49.0
2024-12-13 03:00:00,10.2,10.1,246.0,27.7,45.0
2024-12-13 04:00:00,10.8,10.7,245.0,27.1,44.0
2024-12-13 05:00:00,11.1,11.0,242.0,25.2,44.0
2024-12-13 06:00:00,11.1,11.1,239.0,23.4,44.0
2024-12-13 07:00:00,10.6,10.5,234.0,21.3,45.0
2024-12-13 08:00:00,10.0,9.9,229.0,19.2,47.0
2024-12-13 09:00:00,9.4,9.4,231.0,19.2,47.0
2024-12-13 10:00:00,9.0,8.9,248.0,24.0,42.0
2024-12-13 11:00:00,9.1,9.0,273.0,30.9,36.0
2024-12-13 12:00:00,5.8,5.8,284.0,38.7,26.0
2024-12-13 13:00:00,6.0,5.9,270.0,31.3,34.0
2024-12-13 14:00:00,4.4,4.2,243.0,21.0,46.0
2024-12-13 15:00:00,3.5,3.4,221.0,13.1,55.0
2024-12-13 16:00:00,2.9,2.8,210.0,9.6,59.0
2024-12-13 17:00:00,2.7,2.7,205.0,8.5,60.0
2024-12-13 18:00:00,2.8,2.8,208.0,9.1,60.0
2024-12-13 19:00:00,3.0,3.0,214.0,10.4,60.0
2024-12-13 20:00:00,3.4,3.4,227.0,13.3,57.0
2024-12-13 21:00:00,4.6,4.6,268.0,20.1,51.0
2024-12-13 22:00:00,9.5,9.5,367.0,34.5,36.0
2024-12-13 23:00:00,13.5,13.3,493.0,52.6,16.0
2024-12-14 00:00:00,18.9,18.7,571.0,65.6,2.0
2024-12-14 01:00:00,18.8,18.7,560.0,65.9,2.0
2024-12-14 02:00:00,17.6,17.5,501.0,66.0,3.0
2024-12-14 03:00:00,16.6,16.5,444.0,63.7,6.0
2024-12-14 04:00:00,15.5,15.5,405.0,57.1,13.0
2024-12-14 05:00:00,14.5,14.4,368.0,48.1,21.0
2024-12-14 06:00:00,13.6,13.5,340.0,40.6,28.0
2024-12-14 07:00:00,12.9,12.8,322.0,35.1,33.0
2024-12-14 08:00:00,12.3,12.2,312.0,31.2,36.0
2024-12-14 09:00:00,11.9,11.9,314.0,31.4,35.0
2024-12-14 10:00:00,12.0,11.9,342.0,40.1,25.0
2024-12-14 11:00:00,13.2,13.1,381.0,53.0,12.0
2024-12-14 12:00:00,13.6,13.3,396.0,56.2,10.0
2024-12-14 13:00:00,16.1,16.0,361.0,47.6,21.0
2024-12-14 14:00:00,14.1,14.0,301.0,35.6,36.0
2024-12-14 15:00:00,11.1,11.0,254.0,26.3,48.0
2024-12-14 16:00:00,8.7,8.6,232.0,20.9,56.0
2024-12-14 17:00:00,8.0,7.9,223.0,18.2,61.0
2024-12-14 18:00:00,8.2,8.1,234.0,20.2,60.0
2024-12-14 19:00:00,8.6,8.5,260.0,30.1,49.0
2024-12-14 20:00:00,9.5,9.3,305.0,44.9,32.0
2024-12-14 21:00:00,15.7,15.5,396.0,57.1,18.0
2024-12-14 22:00:00,30.5,29.9,593.0,64.2,10.0
2024-12-14 23:00:00,38.3,37.6,834.0,68.7,4.0
2024-12-15 00:00:00,27.8,27.4,963.0,68.4,0.0
2024-12-15 01:00:00,28.4,28.1,877.0,68.1,0.0
2024-12-15 02:00:00,24.1,23.9,678.0,67.7,0.0
2024-12-15 03:00:00,21.4,21.1,513.0,67.4,0.0
2024-12-15 04:00:00,18.6,18.4,440.0,68.0,0.0
2024-12-15 05:00:00,16.0,15.8,401.0,68.7,0.0
2024-12-15 06:00:00,14.2,14.0,372.0,67.8,0.0
2024-12-15 07:00:00,13.0,12.6,347.0,63.1,4.0
2024-12-15 08:00:00,12.0,11.6,332.0,56.8,10.0
2024-12-15 09:00:00,11.3,10.9,326.0,53.0,13.0
2024-12-15 10:00:00,11.1,10.7,332.0,55.0,10.0
2024-12-15 11:00:00,11.9,11.5,346.0,59.5,4.0
2024-12-15 12:00:00,15.0,14.5,364.0,62.3,1.0
2024-12-15 13:00:00,17.2,16.5,390.0,57.9,6.0
2024-12-15 14:00:00,18.0,17.3,418.0,51.6,12.0
2024-12-15 15:00:00,15.7,14.8,427.0,46.1,18.0
2024-12-15 16:00:00,14.3,13.2,392.0,41.3,24.0
2024-12-15 17:00:00,13.9,12.4,337.0,37.2,29.0
2024-12-15 18:00:00,13.6,11.8,311.0,36.5,30.0
2024-12-15 19:00:00,13.5,11.6,336.0,41.9,25.0
2024-12-15 20:00:00,14.9,12.8,390.0,50.8,16.0
2024-12-15 21:00:00,17.3,15.5,453.0,58.0,8.0
2024-12-15 22:00:00,19.7,18.0,540.0,61.6,4.0
2024-12-15 23:00:00,21.5,19.7,635.0,63.5,2.0
2024-12-16 00:00:00,16.5,14.7,675.0,55.9,6.0
2024-12-16 01:00:00,18.1,16.4,615.0,56.8,6.0
2024-12-16 02:00:00,18.7,16.8,499.0,57.8,6.0
2024-12-16 03:00:00,18.0,15.8,397.0,57.3,7.0
2024-12-16 04:00:00,17.1,14.6,331.0,53.5,12.0
2024-12-16 05:00:00,16.2,13.6,279.0,48.1,19.0
2024-12-16 06:00:00,15.4,12.7,240.0,44.8,23.0
2024-12-16 07:00:00,15.8,13.0,213.0,45.1,22.0
2024-12-16 08:00:00,16.2,13.6,199.0,47.4,17.0
2024-12-16 09:00:00,16.1,13.5,206.0,50.6,13.0
2024-12-16 10:00:00,15.8,13.2,251.0,55.2,9.0
2024-12-16 11:00:00,16.0,13.4,316.0,60.6,6.0
2024-12-16 12:00:00,9.4,8.0,356.0,46.6,26.0
2024-12-16 13:00:00,11.1,10.0,348.0,49.1,24.0
2024-12-16 14:00:00,12.2,10.9,315.0,52.2,22.0
2024-12-16 15:00:00,12.9,11.2,283.0,52.4,23.0
2024-12-16 16:00:00,12.4,10.5,258.0,46.7,31.0
2024-12-16 17:00:00,11.5,9.5,233.0,38.1,41.0
2024-12-16 18:00:00,10.8,8.8,213.0,31.8,49.0
2024-12-16 19:00:00,10.7,8.6,199.0,29.3,52.0
2024-12-16 20:00:00,11.2,8.8,189.0,29.0,51.0
2024-12-16 21:00:00,12.5,9.7,192.0,32.1,47.0
2024-12-16 22:00:00,14.8,11.4,216.0,40.9,36.0
2024-12-16 23:00:00,17.2,13.6,251.0,52.9,22.0
2024-12-17 00:00:00,20.4,17.9,275.0,67.2,3.0
2024-12-17 01:00:00,16.8,15.0,276.0,65.6,5.0
2024-12-17 02:00:00,15.5,14.1,265.0,62.9,7.0
2024-12-17 03:00:00,14.4,13.5,250.0,57.0,13.0
2024-12-17 04:00:00,12.7,12.0,230.0,45.0,24.0
2024-12-17 05:00:00,8.0,7.5,205.0,29.9,38.0
2024-12-17 06:00:00,4.1,4.1,188.0,18.6,48.0
2024-12-17 07:00:00,4.1,4.1,182.0,13.7,51.0
2024-12-17 08:00:00,5.0,4.9,184.0,12.6,49.0
2024-12-17 09:00:00,6.1,6.0,192.0,14.2,45.0
2024-12-17 10:00:00,5.4,5.3,211.0,19.9,36.0
2024-12-17 11:00:00,7.0,6.9,237.0,28.3,24.0
2024-12-17 12:00:00,11.2,11.2,257.0,34.7,15.0
2024-12-17 13:00:00,15.1,15.0,268.0,33.6,15.0
2024-12-17 14:00:00,16.6,16.5,274.0,31.9,14.0
2024-12-17 15:00:00,15.8,15.7,275.0,29.5,17.0
2024-12-17 16:00:00,14.4,14.3,269.0,25.1,25.0
2024-12-17 17:00:00,11.2,11.1,258.0,19.9,36.0
2024-12-17 18:00:00,7.9,7.9,253.0,17.8,43.0
2024-12-17 19:00:00,7.2,7.1,258.0,20.9,43.0
2024-12-17 20:00:00,7.2,7.1,269.0,27.0,40.0
2024-12-17 21:00:00,7.9,7.8,279.0,33.6,35.0
2024-12-17 22:00:00,10.1,10.0,287.0,40.8,28.0
2024-12-17 23:00:00,11.4,11.4,294.0,48.5,19.0
2024-12-18 00:00:00,11.5,11.5,302.0,54.6,8.0
2024-12-18 01:00:00,9.8,9.8,312.0,53.7,8.0
2024-12-18 02:00:00,8.9,8.9,323.0,52.3,9.0
2024-12-18 03:00:00,9.2,9.2,326.0,50.8,9.0
2024-12-18 04:00:00,10.0,10.0,315.0,49.1,9.0
2024-12-18 05:00:00,10.6,10.6,296.0,47.2,9.0
2024-12-18 06:00:00,11.4,11.4,285.0,45.7,9.0
2024-12-18 07:00:00,12.9,12.8,274.0,44.7,9.0
2024-12-18 08:00:00,12.8,12.8,271.0,44.1,8.0
2024-12-18 09:00:00,11.6,11.5,313.0,44.1,7.0
2024-12-18 10:00:00,11.8,11.8,446.0,45.2,4.0
2024-12-18 11:00:00,15.9,15.8,623.0,46.9,1.0
2024-12-18 12:00:00,25.4,25.4,741.0,49.1,0.0
2024-12-18 13:00:00,41.2,40.9,754.0,49.2,3.0
2024-12-18 14:00:00,49.8,49.4,708.0,49.1,7.0
2024-12-18 15:00:00,23.2,23.2,634.0,47.9,12.0
2024-12-18 16:00:00,16.4,16.3,517.0,43.5,21.0
2024-12-18 17:00:00,13.9,13.8,372.0,38.0,32.0
2024-12-18 18:00:00,13.3,13.2,276.0,36.4,37.0
2024-12-18 19:00:00,13.3,13.1,273.0,42.5,30.0
2024-12-18 20:00:00,14.2,13.2,318.0,52.4,16.0
2024-12-18 21:00:00,17.2,15.4,353.0,59.7,5.0
2024-12-18 22:00:00,19.1,17.2,344.0,61.3,1.0
2024-12-18 23:00:00,20.7,18.5,325.0,60.2,0.0
2024-12-19 00:00:00,38.4,37.4,337.0,67.6,0.0
2024-12-19 01:00:00,38.1,37.4,426.0,68.5,0.0
2024-12-19 02:00:00,35.0,34.6,546.0,69.4,0.0
2024-12-19 03:00:00,31.4,31.2,607.0,67.4,0.0
2024-12-19 04:00:00,27.2,27.0,553.0,60.9,4.0
2024-12-19 05:00:00,21.8,21.8,439.0,51.5,10.0
2024-12-19 06:00:00,14.4,14.4,344.0,41.7,16.0
2024-12-19 07:00:00,6.1,6.1,294.0,30.5,23.0
2024-12-19 08:00:00,2.1,2.1,263.0,18.9,29.0
2024-12-19 09:00:00,1.3,1.3,248.0,12.5,32.0
2024-12-19 10:00:00,1.4,1.4,259.0,16.0,26.0
2024-12-19 11:00:00,2.2,2.1,286.0,24.6,17.0
2024-12-19 12:00:00,4.1,4.0,302.0,30.2,11.0
2024-12-19 13:00:00,5.0,5.0,292.0,25.4,22.0
2024-12-19 14:00:00,4.4,4.4,271.0,18.8,37.0
2024-12-19 15:00:00,3.4,3.4,253.0,13.7,49.0
2024-12-19 16:00:00,3.3,3.2,240.0,11.1,57.0
2024-12-19 17:00:00,3.2,3.2,230.0,9.9,63.0
2024-12-19 18:00:00,3.2,3.1,228.0,10.6,65.0
2024-12-19 19:00:00,3.2,3.1,238.0,12.7,64.0
2024-12-19 20:00:00,3.3,3.2,256.0,16.7,60.0
2024-12-19 21:00:00,4.8,4.7,276.0,23.8,52.0
2024-12-19 22:00:00,9.3,9.2,298.0,37.3,37.0
2024-12-19 23:00:00,11.7,11.6,321.0,54.0,18.0
2024-12-20 00:00:00,20.3,19.8,339.0,66.5,3.0
2024-12-20 01:00:00,20.1,19.8,349.0,67.3,2.0
2024-12-20 02:00:00,19.6,19.4,353.0,68.1,2.0
2024-12-20 03:00:00,19.0,18.7,348.0,66.2,3.0
2024-12-20 04:00:00,18.1,17.9,328.0,59.4,9.0
2024-12-20 05:00:00,16.4,16.2,298.0,49.9,16.0
2024-12-20 06:00:00,14.7,14.5,273.0,41.8,23.0
2024-12-20 07:00:00,13.5,13.4,254.0,35.7,28.0
2024-12-20 08:00:00,12.6,12.5,240.0,30.8,32.0
2024-12-20 09:00:00,12.1,12.0,238.0,29.4,32.0
2024-12-20 10:00:00,12.3,12.2,257.0,33.9,26.0
2024-12-20 11:00:00,13.2,13.1,288.0,41.9,17.0
2024-12-20 12:00:00,14.7,14.6,314.0,47.3,12.0
2024-12-20 13:00:00,15.7,15.5,330.0,47.0,14.0
2024-12-20 14:00:00,16.6,16.1,342.0,46.5,17.0
2024-12-20 15:00:00,16.5,14.9,345.0,45.4,20.0
2024-12-20 16:00:00,16.8,15.0,335.0,43.0,24.0
2024-12-20 17:00:00,16.4,14.6,317.0,40.1,28.0
2024-12-20 18:00:00,16.6,14.6,305.0,38.3,30.0
2024-12-20 19:00:00,16.2,14.1,305.0,38.6,29.0
2024-12-20 20:00:00,15.5,13.4,311.0,40.2,27.0
2024-12-20 21:00:00,15.0,13.0,317.0,41.8,25.0
2024-12-20 22:00:00,15.6,13.5,322.0,43.8,22.0
2024-12-20 23:00:00,14.8,12.8,327.0,45.8,20.0
2024-12-21 00:00:00,11.5,10.2,325.0,47.1,19.0
2024-12-21 01:00:00,10.1,9.0,312.0,46.9,19.0
2024-12-21 02:00:00,9.3,8.5,293.0,46.4,19.0
