time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone
2024-12-21 03:00:00,8.8,8.1,276.0,44.3,21.0
2024-12-21 04:00:00,8.7,8.1,265.0,39.2,25.0
2024-12-21 05:00:00,8.3,7.7,258.0,32.6,31.0
2024-12-21 06:00:00,7.7,7.2,252.0,27.1,36.0
2024-12-21 07:00:00,7.3,6.9,248.0,23.6,39.0
2024-12-21 08:00:00,7.3,7.0,246.0,21.2,41.0
2024-12-21 09:00:00,7.7,7.3,246.0,20.3,41.0
2024-12-21 10:00:00,7.7,7.4,252.0,22.4,39.0
2024-12-21 11:00:00,7.0,6.8,261.0,26.0,35.0
2024-12-21 12:00:00,7.2,6.9,264.0,21.9,44.0
2024-12-21 13:00:00,6.6,6.3,255.0,18.3,50.0
2024-12-21 14:00:00,5.7,5.5,239.0,13.3,59.0
2024-12-21 15:00:00,4.6,4.5,224.0,9.4,66.0
2024-12-21 16:00:00,4.6,4.5,211.0,7.4,72.0
2024-12-21 17:00:00,3.9,3.8,198.0,6.5,76.0
2024-12-21 18:00:00,3.4,3.3,190.0,6.6,79.0
2024-12-21 19:00:00,3.0,2.9,191.0,8.2,79.0
2024-12-21 20:00:00,2.9,2.9,196.0,10.7,77.0
2024-12-21 21:00:00,3.1,3.1,202.0,13.2,75.0
2024-12-21 22:00:00,3.3,3.2,206.0,15.3,73.0
2024-12-21 23:00:00,3.4,3.4,211.0,17.3,72.0
2024-12-22 00:00:00,3.6,3.5,213.0,16.2,73.0
2024-12-22 01:00:00,3.3,3.3,212.0,16.4,72.0
2024-12-22 02:00:00,3.2,3.2,210.0,16.5,72.0
2024-12-22 03:00:00,3.0,3.0,207.0,15.9,72.0
2024-12-22 04:00:00,3.1,3.0,203.0,13.7,74.0
2024-12-22 05:00:00,3.1,3.1,198.0,10.8,77.0
2024-12-22 06:00:00,3.1,3.0,195.0,8.7,79.0
2024-12-22 07:00:00,3.1,3.0,193.0,7.7,79.0
2024-12-22 08:00:00,3.3,3.2,193.0,7.6,78.0
2024-12-22 09:00:00,3.6,3.4,200.0,8.8,76.0
2024-12-22 10:00:00,3.8,3.7,220.0,12.8,71.0
2024-12-22 11:00:00,4.1,4.0,247.0,18.1,64.0
2024-12-22 12:00:00,9.9,9.2,263.0,19.9,61.0
2024-12-22 13:00:00,10.5,9.6,257.0,17.1,64.0
2024-12-22 14:00:00,9.1,8.1,240.0,13.2,68.0
2024-12-22 15:00:00,7.7,6.8,226.0,10.2,71.0
2024-12-22 16:00:00,7.1,6.1,219.0,8.5,74.0
2024-12-22 17:00:00,6.5,5.6,214.0,7.7,76.0
2024-12-22 18:00:00,6.2,5.3,214.0,8.1,76.0
2024-12-22 19:00:00,6.0,5.2,214.0,9.2,75.0
2024-12-22 20:00:00,5.8,5.1,219.0,11.6,73.0
2024-12-22 21:00:00,6.3,5.5,244.0,17.1,67.0
2024-12-22 22:00:00,8.9,8.2,314.0,28.9,53.0
2024-12-22 23:00:00,10.8,10.0,405.0,43.8,36.0
2024-12-23 00:00:00,14.6,13.2,456.0,55.0,24.0
2024-12-23 01:00:00,14.1,12.5,430.0,53.5,25.0
2024-12-23 02:00:00,13.9,12.3,364.0,51.1,27.0
2024-12-23 03:00:00,14.5,12.8,309.0,47.8,29.0
2024-12-23 04:00:00,15.4,13.5,284.0,42.7,33.0
2024-12-23 05:00:00,15.8,13.9,269.0,36.6,38.0
2024-12-23 06:00:00,15.5,13.5,259.0,31.7,42.0
2024-12-23 07:00:00,15.1,13.0,248.0,27.6,45.0
2024-12-23 08:00:00,14.7,12.5,242.0,24.6,47.0
2024-12-23 09:00:00,14.8,12.5,248.0,25.8,45.0
2024-12-23 10:00:00,15.2,12.9,276.0,35.5,34.0
2024-12-23 11:00:00,16.1,13.7,317.0,49.4,19.0
2024-12-23 12:00:00,12.7,11.7,354.0,54.8,14.0
2024-12-23 13:00:00,18.2,17.3,384.0,49.9,22.0
2024-12-23 14:00:00,18.2,17.3,410.0,43.1,32.0
2024-12-23 15:00:00,16.8,15.8,419.0,37.5,42.0
2024-12-23 16:00:00,15.1,14.2,398.0,33.3,50.0
2024-12-23 17:00:00,14.2,13.5,359.0,30.4,57.0
2024-12-23 18:00:00,14.3,13.6,329.0,31.4,59.0
2024-12-23 19:00:00,15.5,15.0,299.0,38.8,53.0
2024-12-23 20:00:00,17.6,17.1,277.0,50.1,42.0
2024-12-23 21:00:00,19.7,19.2,311.0,61.0,31.0
2024-12-23 22:00:00,25.8,25.1,471.0,71.3,19.0
2024-12-23 23:00:00,29.3,28.6,686.0,81.3,8.0
2024-12-24 00:00:00,22.7,22.2,794.0,90.0,1.0
2024-12-24 01:00:00,22.1,21.6,691.0,87.2,2.0
2024-12-24 02:00:00,19.2,18.8,481.0,82.7,4.0
2024-12-24 03:00:00,15.9,15.5,313.0,74.9,10.0
2024-12-24 04:00:00,12.7,12.2,247.0,60.4,23.0
2024-12-24 05:00:00,10.2,9.5,223.0,42.5,39.0
2024-12-24 06:00:00,8.6,7.6,211.0,29.5,51.0
2024-12-24 07:00:00,8.4,7.1,202.0,25.0,54.0
2024-12-24 08:00:00,9.1,7.7,204.0,25.5,51.0
2024-12-24 09:00:00,10.0,8.5,216.0,28.4,47.0
2024-12-24 10:00:00,10.7,9.1,241.0,34.9,40.0
2024-12-24 11:00:00,11.1,9.6,276.0,43.9,30.0
2024-12-24 12:00:00,14.4,13.5,307.0,47.1,26.0
2024-12-24 13:00:00,17.5,16.6,330.0,44.5,29.0
2024-12-24 14:00:00,20.0,19.2,348.0,40.8,33.0
2024-12-24 15:00:00,20.3,19.4,360.0,37.1,38.0
2024-12-24 16:00:00,20.6,19.9,357.0,32.3,44.0
2024-12-24 17:00:00,22.2,21.6,347.0,27.5,51.0
2024-12-24 18:00:00,23.2,22.9,349.0,27.3,52.0
2024-12-24 19:00:00,24.0,23.9,374.0,35.6,43.0
2024-12-24 20:00:00,26.0,26.0,412.0,48.5,28.0
2024-12-24 21:00:00,31.8,31.7,446.0,58.7,16.0
2024-12-24 22:00:00,38.6,38.5,476.0,63.2,9.0
2024-12-24 23:00:00,40.9,40.7,504.0,65.0,3.0
2024-12-25 00:00:00,18.7,18.7,516.0,59.0,1.0
2024-12-25 01:00:00,18.2,18.2,503.0,59.0,1.0
2024-12-25 02:00:00,17.1,17.1,474.0,59.0,0.0
2024-12-25 03:00:00,17.0,17.0,450.0,58.5,0.0
2024-12-25 04:00:00,17.4,17.4,439.0,57.2,1.0
2024-12-25 05:00:00,17.8,17.8,432.0,55.5,3.0
2024-12-25 06:00:00,17.6,17.6,422.0,53.7,5.0
2024-12-25 07:00:00,17.2,17.2,404.0,51.5,7.0
2024-12-25 08:00:00,17.0,17.0,383.0,49.2,9.0
2024-12-25 09:00:00,17.0,17.0,372.0,48.6,9.0
2024-12-25 10:00:00,17.3,17.3,382.0,51.9,5.0
2024-12-25 11:00:00,17.6,17.6,402.0,56.9,1.0
2024-12-25 12:00:00,21.5,21.1,415.0,53.2,0.0
2024-12-25 13:00:00,21.8,21.4,417.0,49.0,7.0
2024-12-25 14:00:00,21.5,21.1,411.0,43.0,18.0
2024-12-25 15:00:00,16.4,16.0,395.0,36.5,28.0
2024-12-25 16:00:00,11.4,11.2,355.0,28.3,39.0
2024-12-25 17:00:00,8.0,8.0,304.0,19.6,51.0
2024-12-25 18:00:00,6.8,6.7,276.0,15.5,57.0
2024-12-25 19:00:00,6.2,6.2,288.0,18.6,55.0
2024-12-25 20:00:00,6.2,6.2,324.0,26.3,48.0
2024-12-25 21:00:00,10.7,10.7,368.0,35.7,38.0
2024-12-25 22:00:00,18.8,18.8,430.0,47.9,25.0
2024-12-25 23:00:00,22.1,22.0,500.0,62.0,10.0
2024-12-26 00:00:00,25.9,25.7,532.0,71.0,0.0
2024-12-26 01:00:00,23.3,23.1,492.0,70.5,0.0
2024-12-26 02:00:00,19.9,19.8,415.0,69.5,1.0
2024-12-26 03:00:00,18.0,17.9,351.0,67.4,3.0
2024-12-26 04:00:00,17.5,17.3,323.0,63.3,7.0
2024-12-26 05:00:00,17.4,17.2,308.0,58.1,11.0
2024-12-26 06:00:00,17.2,16.9,299.0,53.4,15.0
2024-12-26 07:00:00,17.0,16.7,290.0,49.1,18.0
2024-12-26 08:00:00,17.0,16.7,286.0,45.5,20.0
2024-12-26 09:00:00,17.2,16.9,289.0,44.7,20.0
2024-12-26 10:00:00,17.6,17.3,299.0,49.9,14.0
2024-12-26 11:00:00,18.7,18.4,316.0,57.9,6.0
2024-12-26 12:00:00,23.9,23.6,340.0,58.7,2.0
2024-12-26 13:00:00,27.4,27.1,382.0,53.6,9.0
2024-12-26 14:00:00,29.2,28.8,432.0,46.3,19.0
2024-12-26 15:00:00,28.1,27.7,459.0,39.9,29.0
2024-12-26 16:00:00,25.3,24.9,435.0,33.7,40.0
2024-12-26 17:00:00,22.3,22.0,389.0,28.3,52.0
2024-12-26 18:00:00,20.5,20.3,370.0,28.1,56.0
2024-12-26 19:00:00,20.3,20.0,390.0,37.1,49.0
2024-12-26 20:00:00,21.8,21.5,438.0,51.4,35.0
2024-12-26 21:00:00,28.9,28.6,532.0,63.6,22.0
2024-12-26 22:00:00,47.6,46.9,734.0,71.5,13.0
2024-12-26 23:00:00,62.2,61.0,981.0,77.4,5.0
2024-12-27 00:00:00,72.2,70.5,1109.0,76.3,0.0
2024-12-27 01:00:00,75.7,73.8,1007.0,75.3,0.0
2024-12-27 02:00:00,71.2,69.4,784.0,73.8,0.0
2024-12-27 03:00:00,69.6,67.8,605.0,72.3,0.0
2024-12-27 04:00:00,70.1,68.2,538.0,70.8,0.0
2024-12-27 05:00:00,68.9,67.1,513.0,69.2,0.0
2024-12-27 06:00:00,65.0,63.1,489.0,67.6,0.0
2024-12-27 07:00:00,60.8,59.0,442.0,66.1,0.0
2024-12-27 08:00:00,57.6,56.0,396.0,64.6,0.0
2024-12-27 09:00:00,54.8,53.3,375.0,63.1,0.0
2024-12-27 10:00:00,53.0,51.5,390.0,61.3,0.0
2024-12-27 11:00:00,52.2,50.6,431.0,59.6,0.0
2024-12-27 12:00:00,35.4,34.6,496.0,58.7,0.0
2024-12-27 13:00:00,42.6,41.4,618.0,58.6,3.0
2024-12-27 14:00:00,48.3,47.0,766.0,58.4,8.0
2024-12-27 15:00:00,43.9,42.7,839.0,57.1,14.0
2024-12-27 16:00:00,34.8,33.9,767.0,52.6,24.0
2024-12-27 17:00:00,33.3,32.5,622.0,47.1,36.0
2024-12-27 18:00:00,32.7,32.2,518.0,46.4,41.0
2024-12-27 19:00:00,32.4,31.9,499.0,54.9,34.0
2024-12-27 20:00:00,33.8,33.4,522.0,68.1,20.0
2024-12-27 21:00:00,42.8,42.5,572.0,78.5,9.0
2024-12-27 22:00:00,54.6,53.8,675.0,82.9,4.0
2024-12-27 23:00:00,60.8,59.6,805.0,84.4,1.0
2024-12-28 00:00:00,70.8,69.2,871.0,74.3,0.0
2024-12-28 01:00:00,63.6,61.5,824.0,73.6,0.0
2024-12-28 02:00:00,59.3,56.8,713.0,72.7,0.0
2024-12-28 03:00:00,57.9,54.9,599.0,72.2,0.0
2024-12-28 04:00:00,53.6,50.5,488.0,72.5,0.0
2024-12-28 05:00:00,44.7,41.3,373.0,73.2,0.0
2024-12-28 06:00:00,36.3,33.2,292.0,73.2,0.0
2024-12-28 07:00:00,30.6,27.6,256.0,71.7,2.0
2024-12-28 08:00:00,27.0,24.0,254.0,69.6,5.0
2024-12-28 09:00:00,24.7,21.8,284.0,68.8,6.0
2024-12-28 10:00:00,23.9,21.0,357.0,70.4,5.0
2024-12-28 11:00:00,24.5,21.5,462.0,73.2,2.0
2024-12-28 12:00:00,22.2,20.1,570.0,76.4,0.0
2024-12-28 13:00:00,29.0,26.8,693.0,76.4,1.0
2024-12-28 14:00:00,31.9,29.4,819.0,76.3,1.0
2024-12-28 15:00:00,32.0,29.3,880.0,75.7,2.0
2024-12-28 16:00:00,32.0,29.6,823.0,74.3,3.0
2024-12-28 17:00:00,32.9,30.9,702.0,72.5,3.0
2024-12-28 18:00:00,31.5,30.0,610.0,70.7,4.0
2024-12-28 19:00:00,28.2,27.0,571.0,69.2,5.0
2024-12-28 20:00:00,25.3,24.2,561.0,67.7,5.0
2024-12-28 21:00:00,25.5,24.4,606.0,66.4,5.0
2024-12-28 22:00:00,28.8,27.8,769.0,65.6,4.0
2024-12-28 23:00:00,33.4,32.5,988.0,64.9,2.0
2024-12-29 00:00:00,23.1,22.8,1100.0,67.0,0.0
2024-12-29 01:00:00,28.2,27.7,1005.0,65.9,0.0
2024-12-29 02:00:00,30.3,29.5,804.0,64.3,0.0
2024-12-29 03:00:00,29.0,28.2,639.0,62.5,0.0
2024-12-29 04:00:00,30.4,29.2,562.0,60.7,0.0
2024-12-29 05:00:00,30.7,29.3,520.0,58.7,0.0
2024-12-29 06:00:00,31.3,29.5,501.0,56.5,0.0
2024-12-29 07:00:00,32.4,30.3,492.0,53.5,0.0
2024-12-29 08:00:00,33.1,31.0,506.0,50.4,0.0
2024-12-29 09:00:00,32.9,31.0,566.0,48.5,0.0
2024-12-29 10:00:00,30.7,28.8,734.0,48.4,0.0
2024-12-29 11:00:00,23.6,22.0,949.0,49.6,0.0
2024-12-29 12:00:00,22.5,21.2,1048.0,49.4,0.0
2024-12-29 13:00:00,14.6,13.9,928.0,54.8,4.0
2024-12-29 14:00:00,11.8,11.3,692.0,62.0,9.0
2024-12-29 15:00:00,14.8,13.6,494.0,65.8,15.0
2024-12-29 16:00:00,20.0,17.8,391.0,63.6,22.0
2024-12-29 17:00:00,21.7,18.4,326.0,58.0,30.0
2024-12-29 18:00:00,22.0,18.3,275.0,51.2,38.0
2024-12-29 19:00:00,18.7,14.8,233.0,42.2,48.0
2024-12-29 20:00:00,15.5,11.7,207.0,31.9,59.0
2024-12-29 21:00:00,14.2,10.6,191.0,25.7,66.0
2024-12-29 22:00:00,14.4,10.7,190.0,27.4,64.0
2024-12-29 23:00:00,13.7,10.4,200.0,33.2,57.0
2024-12-30 00:00:00,12.8,9.3,203.0,29.1,61.0
2024-12-30 01:00:00,8.7,6.9,191.0,27.1,64.0
2024-12-30 02:00:00,9.0,7.0,173.0,24.1,67.0
2024-12-30 03:00:00,8.9,6.9,158.0,20.7,71.0
2024-12-30 04:00:00,8.7,6.7,150.0,16.2,75.0
2024-12-30 05:00:00,7.9,6.0,145.0,11.3,80.0
2024-12-30 06:00:00,6.2,4.8,143.0,8.0,83.0
2024-12-30 07:00:00,4.6,3.7,142.0,6.8,84.0
2024-12-30 08:00:00,3.2,2.7,144.0,7.3,83.0
2024-12-30 09:00:00,3.1,2.7,149.0,10.6,78.0
2024-12-30 10:00:00,3.9,3.5,161.0,19.6,63.0
2024-12-30 11:00:00,5.8,5.4,177.0,31.5,45.0
2024-12-30 12:00:00,7.5,7.3,190.0,35.1,40.0
2024-12-30 13:00:00,10.2,9.9,198.0,35.9,38.0
2024-12-30 14:00:00,10.7,10.5,202.0,36.7,35.0
2024-12-30 15:00:00,9.1,8.9,203.0,35.0,37.0
2024-12-30 16:00:00,4.3,4.2,197.0,27.8,50.0
2024-12-30 17:00:00,2.9,2.8,188.0,18.1,68.0
2024-12-30 18:00:00,2.5,2.5,185.0,12.1,79.0
2024-12-30 19:00:00,2.5,2.5,190.0,13.0,76.0
2024-12-30 20:00:00,2.7,2.7,202.0,17.6,65.0
2024-12-30 21:00:00,3.9,3.9,225.0,22.4,55.0
2024-12-30 22:00:00,5.1,5.1,273.0,26.7,49.0
2024-12-30 23:00:00,5.7,5.7,332.0,31.2,43.0
2024-12-31 00:00:00,12.3,12.3,364.0,57.8,14.0
2024-12-31 01:00:00,12.0,11.9,344.0,56.5,14.0
2024-12-31 02:00:00,11.9,11.9,298.0,54.4,15.0
2024-12-31 03:00:00,12.3,12.2,263.0,51.1,16.0
2024-12-31 04:00:00,12.5,12.5,257.0,45.5,19.0
2024-12-31 05:00:00,12.2,12.1,263.0,38.7,23.0
2024-12-31 06:00:00,11.6,11.5,268.0,33.9,26.0
2024-12-31 07:00:00,11.3,11.2,259.0,32.0,26.0
2024-12-31 08:00:00,11.1,11.0,248.0,32.0,24.0
2024-12-31 09:00:00,11.1,10.9,261.0,34.0,21.0
2024-12-31 10:00:00,11.3,11.2,314.0,39.5,14.0
2024-12-31 11:00:00,12.2,12.1,391.0,47.0,5.0
2024-12-31 12:00:00,10.5,10.5,465.0,49.7,0.0
2024-12-31 13:00:00,23.8,23.7,544.0,49.1,2.0
2024-12-31 14:00:00,32.4,32.2,620.0,48.3,5.0
2024-12-31 15:00:00,21.7,21.4,640.0,46.9,9.0
2024-12-31 16:00:00,16.8,16.4,557.0,44.3,16.0
2024-12-31 17:00:00,12.6,12.3,419.0,41.2,25.0
2024-12-31 18:00:00,10.2,9.9,316.0,39.8,30.0
2024-12-31 19:00:00,8.9,8.5,292.0,41.6,28.0
2024-12-31 20:00:00,9.9,8.9,303.0,45.2,23.0
2024-12-31 21:00:00,11.4,10.1,314.0,48.4,19.0
2024-12-31 22:00:00,12.2,10.7,313.0,51.5,16.0
2024-12-31 23:00:00,12.8,11.1,311.0,54.4,14.0
2025-01-01 00:00:00,11.8,10.0,304.0,49.6,17.0
2025-01-01 01:00:00,10.4,8.8,289.0,43.3,26.0
2025-01-01 02:00:00,8.8,7.4,269.0,34.5,38.0
2025-01-01 03:00:00,7.8,6.4,248.0,27.4,48.0
2025-01-01 04:00:00,7.4,6.0,224.0,23.4,54.0
2025-01-01 05:00:00,7.5,6.1,199.0,21.0,58.0
2025-01-01 06:00:00,8.2,6.9,185.0,20.5,58.0
2025-01-01 07:00:00,8.7,7.6,189.0,22.4,52.0
2025-01-01 08:00:00,10.5,9.3,204.0,26.1,42.0
2025-01-01 09:00:00,11.6,10.8,222.0,29.7,33.0
2025-01-01 10:00:00,10.4,9.8,240.0,33.2,27.0
2025-01-01 11:00:00,9.2,8.8,260.0,36.6,23.0
2025-01-01 12:00:00,12.4,11.3,279.0,39.5,15.0
2025-01-01 13:00:00,13.5,12.8,300.0,37.1,17.0
2025-01-01 14:00:00,13.9,13.4,321.0,33.6,20.0
2025-01-01 15:00:00,13.7,13.4,332.0,29.8,22.0
2025-01-01 16:00:00,9.2,9.1,327.0,25.3,21.0
2025-01-01 17:00:00,4.8,4.8,313.0,20.5,19.0
2025-01-01 18:00:00,3.4,3.4,297.0,16.9,21.0
2025-01-01 19:00:00,4.0,4.0,280.0,15.4,29.0
2025-01-01 20:00:00,2.1,2.1,262.0,15.1,41.0
2025-01-01 21:00:00,1.9,1.9,248.0,15.3,50.0
2025-01-01 22:00:00,2.1,2.1,244.0,16.0,53.0
2025-01-01 23:00:00,2.3,2.2,244.0,17.0,54.0
2025-01-02 00:00:00,5.3,5.2,242.0,17.6,51.0
2025-01-02 01:00:00,3.6,3.5,233.0,17.0,54.0
2025-01-02 02:00:00,3.3,3.1,221.0,16.1,59.0
2025-01-02 03:00:00,3.1,3.0,210.0,14.7,63.0
2025-01-02 04:00:00,2.9,2.8,200.0,12.4,67.0
2025-01-02 05:00:00,2.6,2.6,191.0,9.7,69.0
2025-01-02 06:00:00,2.5,2.5,187.0,7.9,70.0
2025-01-02 07:00:00,2.3,2.3,190.0,7.3,67.0
2025-01-02 08:00:00,2.0,2.0,197.0,7.6,61.0
2025-01-02 09:00:00,1.6,1.6,207.0,8.8,55.0
2025-01-02 10:00:00,1.4,1.4,219.0,11.8,49.0
2025-01-02 11:00:00,1.5,1.5,232.0,15.7,43.0
2025-01-02 12:00:00,0.9,0.9,244.0,17.6,38.0
2025-01-02 13:00:00,2.3,2.2,255.0,16.2,39.0
2025-01-02 14:00:00,3.1,3.0,265.0,14.3,40.0
2025-01-02 15:00:00,2.3,2.2,267.0,12.2,42.0
2025-01-02 16:00:00,1.4,1.3,254.0,9.7,47.0
2025-01-02 17:00:00,1.2,1.2,233.0,7.0,53.0
2025-01-02 18:00:00,1.2,1.2,217.0,5.9,57.0
2025-01-02 19:00:00,1.3,1.3,212.0,7.2,56.0
2025-01-02 20:00:00,1.5,1.5,213.0,10.0,52.0
2025-01-02 21:00:00,2.1,2.1,219.0,12.9,47.0
2025-01-02 22:00:00,2.6,2.6,232.0,15.9,42.0
2025-01-02 23:00:00,2.8,2.8,250.0,19.1,36.0
2025-01-03 00:00:00,5.4,5.4,261.0,21.1,34.0
2025-01-03 01:00:00,4.8,4.8,260.0,21.1,33.0
2025-01-03 02:00:00,4.2,4.2,252.0,21.0,32.0
2025-01-03 03:00:00,3.9,3.9,244.0,20.0,33.0
2025-01-03 04:00:00,3.8,3.8,238.0,17.2,36.0
2025-01-03 05:00:00,3.6,3.6,231.0,13.5,41.0
2025-01-03 06:00:00,3.3,3.3,225.0,10.8,45.0
2025-01-03 07:00:00,3.1,3.1,217.0,9.5,48.0
2025-01-03 08:00:00,2.8,2.8,208.0,9.1,49.0
2025-01-03 09:00:00,2.7,2.7,207.0,10.3,49.0
2025-01-03 10:00:00,2.7,2.7,218.0,14.5,45.0
2025-01-03 11:00:00,2.9,2.9,236.0,20.2,39.0
2025-01-03 12:00:00,2.7,2.6,251.0,21.5,42.0
2025-01-03 13:00:00,4.4,4.3,259.0,19.6,44.0
2025-01-03 14:00:00,5.4,5.3,264.0,16.9,48.0
2025-01-03 15:00:00,3.8,3.8,263.0,14.5,51.0
2025-01-03 16:00:00,3.5,3.5,253.0,12.2,55.0
2025-01-03 17:00:00,3.2,3.2,239.0,10.1,59.0
2025-01-03 18:00:00,3.4,3.4,229.0,9.8,60.0
2025-01-03 19:00:00,3.7,3.6,226.0,11.6,59.0
2025-01-03 20:00:00,4.0,4.0,228.0,15.1,55.0
2025-01-03 21:00:00,5.3,5.2,239.0,20.9,48.0
2025-01-03 22:00:00,7.9,7.8,268.0,31.5,36.0
2025-01-03 23:00:00,10.0,9.9,305.0,44.5,20.0
2025-01-04 00:00:00,14.5,14.3,330.0,43.4,20.0
2025-01-04 01:00:00,13.9,13.6,334.0,42.6,20.0
2025-01-04 02:00:00,12.5,12.3,325.0,41.2,20.0
2025-01-04 03:00:00,11.2,11.0,308.0,37.5,23.0
2025-01-04 04:00:00,10.0,9.9,280.0,29.5,32.0
2025-01-04 05:00:00,8.4,8.4,244.0,19.3,44.0
2025-01-04 06:00:00,6.9,6.8,214.0,11.6,55.0
2025-01-04 07:00:00,5.6,5.5,196.0,8.3,62.0
2025-01-04 08:00:00,4.4,4.2,183.0,7.5,68.0
2025-01-04 09:00:00,3.2,3.1,176.0,7.8,71.0
2025-01-04 10:00:00,2.2,2.1,175.0,9.4,71.0
2025-01-04 11:00:00,1.7,1.7,179.0,12.1,68.0
2025-01-04 12:00:00,2.4,2.4,182.0,13.4,69.0
2025-01-04 13:00:00,3.0,2.9,180.0,12.4,71.0
2025-01-04 14:00:00,2.3,2.3,177.0,11.1,74.0
2025-01-04 15:00:00,2.0,2.0,175.0,9.8,76.0
2025-01-04 16:00:00,2.0,2.0,174.0,8.7,77.0
2025-01-04 17:00:00,1.9,1.9,174.0,7.6,78.0
2025-01-04 18:00:00,1.9,1.9,175.0,7.1,78.0
2025-01-04 19:00:00,2.0,1.9,178.0,7.0,78.0
2025-01-04 20:00:00,2.0,1.9,183.0,7.5,78.0
2025-01-04 21:00:00,1.9,1.9,190.0,8.9,76.0
2025-01-04 22:00:00,2.8,2.8,200.0,12.3,72.0
2025-01-04 23:00:00,3.2,3.2,212.0,16.7,66.0
2025-01-05 00:00:00,4.8,4.7,219.0,21.1,60.0
2025-01-05 01:00:00,4.1,4.0,219.0,20.3,61.0
2025-01-05 02:00:00,3.6,3.6,215.0,19.1,61.0
2025-01-05 03:00:00,3.2,3.2,209.0,17.3,63.0
2025-01-05 04:00:00,2.9,2.8,201.0,14.4,66.0
2025-01-05 05:00:00,2.5,2.4,193.0,10.9,70.0
2025-01-05 06:00:00,2.1,2.1,187.0,8.4,72.0
2025-01-05 07:00:00,2.0,1.9,187.0,7.4,73.0
2025-01-05 08:00:00,2.0,1.9,189.0,7.4,72.0
2025-01-05 09:00:00,2.0,2.0,195.0,8.4,71.0
2025-01-05 10:00:00,2.2,2.1,205.0,11.5,67.0
2025-01-05 11:00:00,2.4,2.4,218.0,15.7,63.0
2025-01-05 12:00:00,5.4,5.3,227.0,17.1,62.0
2025-01-05 13:00:00,6.4,6.4,229.0,15.3,64.0
2025-01-05 14:00:00,6.0,5.9,227.0,12.8,67.0
2025-01-05 15:00:00,5.3,5.2,224.0,10.7,70.0
2025-01-05 16:00:00,4.6,4.6,220.0,9.2,72.0
2025-01-05 17:00:00,4.2,4.1,214.0,8.1,73.0
2025-01-05 18:00:00,3.7,3.7,210.0,7.7,74.0
2025-01-05 19:00:00,3.1,3.0,207.0,8.0,74.0
2025-01-05 20:00:00,2.8,2.8,206.0,8.9,73.0
2025-01-05 21:00:00,2.9,2.9,209.0,11.3,70.0
2025-01-05 22:00:00,4.2,4.2,221.0,16.2,64.0
2025-01-05 23:00:00,4.9,4.9,238.0,22.6,56.0
2025-01-06 00:00:00,10.9,10.7,250.0,30.7,45.0
2025-01-06 01:00:00,10.3,10.2,254.0,30.7,44.0
2025-01-06 02:00:00,10.1,10.0,254.0,30.5,44.0
2025-01-06 03:00:00,10.0,9.9,251.0,29.4,44.0
2025-01-06 04:00:00,9.6,9.5,245.0,26.3,46.0
2025-01-06 05:00:00,9.1,9.1,236.0,22.2,49.0
2025-01-06 06:00:00,9.1,9.0,229.0,19.4,50.0
2025-01-06 07:00:00,8.6,8.5,220.0,18.3,50.0
2025-01-06 08:00:00,8.0,7.9,213.0,18.6,48.0
2025-01-06 09:00:00,8.0,8.0,220.0,21.5,44.0
2025-01-06 10:00:00,8.4,8.3,255.0,29.6,35.0
2025-01-06 11:00:00,8.7,8.6,304.0,40.3,24.0
2025-01-06 12:00:00,12.0,12.0,345.0,54.0,8.0
2025-01-06 13:00:00,13.6,13.4,366.0,53.2,10.0
2025-01-06 14:00:00,13.4,13.2,378.0,52.1,12.0
2025-01-06 15:00:00,12.9,12.7,389.0,50.5,15.0
2025-01-06 16:00:00,13.2,12.9,404.0,48.3,18.0
2025-01-06 17:00:00,13.2,13.0,418.0,45.7,22.0
2025-01-06 18:00:00,12.9,12.5,420.0,43.4,25.0
2025-01-06 19:00:00,11.8,11.5,395.0,41.4,28.0
2025-01-06 20:00:00,10.4,10.1,359.0,39.6,31.0
2025-01-06 21:00:00,10.0,9.7,344.0,38.9,32.0
2025-01-06 22:00:00,11.5,11.1,383.0,41.1,30.0
2025-01-06 23:00:00,10.9,10.5,444.0,44.2,26.0
2025-01-07 00:00:00,11.0,10.1,464.0,35.9,35.0
2025-01-07 01:00:00,9.2,8.1,402.0,30.1,42.0
2025-01-07 02:00:00,8.5,7.3,300.0,21.9,52.0
2025-01-07 03:00:00,8.6,7.2,222.0,15.4,59.0
2025-01-07 04:00:00,9.1,7.7,197.0,12.2,61.0
2025-01-07 05:00:00,8.9,7.4,196.0,10.5,61.0
2025-01-07 06:00:00,8.3,6.9,196.0,9.2,61.0
2025-01-07 07:00:00,6.2,5.1,187.0,7.5,63.0
2025-01-07 08:00:00,4.7,3.9,179.0,6.1,66.0
2025-01-07 09:00:00,3.6,3.0,176.0,5.9,67.0
2025-01-07 10:00:00,2.8,2.4,182.0,8.0,65.0
2025-01-07 11:00:00,2.5,2.2,193.0,11.4,60.0
2025-01-07 12:00:00,2.7,2.5,201.0,13.1,59.0
2025-01-07 13:00:00,3.0,2.9,202.0,11.5,61.0
2025-01-07 14:00:00,3.1,3.0,200.0,9.3,64.0
2025-01-07 15:00:00,2.0,1.9,198.0,7.5,66.0
2025-01-07 16:00:00,1.8,1.7,195.0,6.2,68.0
2025-01-07 17:00:00,1.8,1.7,191.0,5.3,69.0
